concept_id,concept_name,vocabulary_id,codeset
36808946,OMOP4823025,10 ML Milrinone 1 MG/ML Injection Box of 5 by Peckforton,pressors
41054692,OMOP2252654,Dobutamine 12.5 MG/ML Injectable Suspension Box of 1,pressors
43611622,OMOP814779,50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10 by Fresenius,pressors
41304338,OMOP2502300,Dopamine 10 MG/ML Injectable Solution Box of 100,pressors
42966545,OMOP4693004,Dopamine Injectable Solution [DOPAMINE HCI HUONS],pressors
41390813,OMOP2588775,50 ML Dopamine 5 MG/ML Injectable Solution Box of 10,pressors
43783797,OMOP959023,Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius],pressors
41065126,OMOP2263088,Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 50,pressors
43207808,OMOP513610,5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 10 by Renaudin,pressors
35141764,OMOP4798887,5 ML Dopamine 20 MG/ML Injectable Solution [Evetant],pressors
43683800,OMOP814798,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 10,pressors
35161005,OMOP4817978,Dobutamine 3 MG/ML Prefilled Syringe,pressors
35151437,OMOP4808484,50 ML Dobutamine 1 MG/ML Prefilled Syringe [Dobupum],pressors
43185906,OMOP513590,5 ML Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE AGUETTANT],pressors
43138646,OMOP481300,Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 10,pressors
43183196,OMOP485900,Milrinone 1 MG/ML Prefilled Syringe [MILRINONE MEDAC] Box of 10,pressors
21053745,OMOP385780,Dobutamine 50 MG/ML Injection [Posiject] Box of 5,pressors
2028395,OMOP4927146,5 ML dobutamine 50 MG/ML Injectable Solution [TOBUREX] by Reyon,pressors
21058389,OMOP308838,5 ML Dopamine 40 MG/ML Injection Box of 10,pressors
44083822,OMOP1078453,Vasopressin (USP) 20 UNT/ML Injectable Solution Box of 10,pressors
43807227,OMOP768633,5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius] by Fresenius,pressors
44100570,OMOP1095201,Vasopressin (USP) 20 UNT/ML Injectable Solution by Lyphomed,pressors
41391794,OMOP2589756,50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 50,pressors
35866678,OMOP5024306,dobutamine 250 MG [Anchang],pressors
35202042,2103182,1 ML vasopressin (USP) 20 UNT/ML Injection,pressors
40982489,OMOP2180451,Milrinone 1.42 MG/ML,pressors
41086257,OMOP2284219,Dopamine 5 MG/ML Injectable Solution Box of 1,pressors
43824152,OMOP733372,1 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] by Hameln,pressors
21097632,OMOP307735,5 ML Dobutamine 50 MG/ML Injection [Posiject],pressors
43765630,OMOP959009,Dobutamine 5.6 MG/ML Injectable Solution Box of 20,pressors
41394584,OMOP2592546,50 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 50,pressors
35131634,OMOP4788870,2.5 ML Dopamine 20 MG/ML Injectable Solution [Critpan],pressors
35137709,OMOP4794882,Dopamine Injectable Solution [Inovan],pressors
35867784,OMOP5024315,dobutamine 0.5 MG/ML Injectable Solution [Fenghaifen],pressors
2028396,OMOP4927147,5 ML dobutamine 50 MG/ML Injectable Solution [DOBURAN] by Korea United Pharm,pressors
42628991,1791842,200 ML milrinone lactate 0.2 MG/ML Injection,pressors
35781161,OMOP2782622,5 ML Dobutamine 50 MG/ML Injectable Solution [Posiject] Box of 5 by Boehringer Ingelheim,pressors
35157235,OMOP4814242,5 ML Dopamine 20 MG/ML Injectable Solution by Teva Takeda,pressors
36410503,OMOP3102545,5 ML Dopamine 160 MG/ML Injectable Solution Box of 10 by Martindale,pressors
41398226,OMOP2596188,50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 50,pressors
43809595,OMOP814797,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 2 by Carinopharm,pressors
35780078,OMOP2781539,5 ML Dopamine 40 MG/ML Injectable Solution Box of 5 by Alliance,pressors
43590325,OMOP736402,1 ML Milrinone 1 MG/ML Injection,pressors
41381327,OMOP2579289,20 ML Dobutamine 12.5 MG/ML Injectable Suspension,pressors
41172798,OMOP2370760,Dobutamine 5 MG/ML [Dobutamin Hameln],pressors
43729730,OMOP959015,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 50,pressors
783084,OMOP4830916,Milrinone 1 MG/ML Injectable Solution [COROTROPE] Box of 10,pressors
43844192,OMOP783204,10 ML Dopamine 20 MG/ML Injection Box of 5,pressors
44061969,OMOP1056600,Vasopressin (USP) 20 UNT/ML Intramuscular Solution by Sandoz,pressors
43140099,OMOP494299,Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE AGUETTANT],pressors
42940583,OMOP4667233,Dobutamine 2 MG/ML / Glucose 50 MG/ML Injectable Solution,pressors
40832548,OMOP2030510,Dopamine Injectable Solution [Dopamin Premix],pressors
35749850,OMOP2751311,Dobutamine 5 MG/ML Injectable Solution Box of 1,pressors
43040182,OMOP4855215,5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 50 by Mylan,pressors
43164467,OMOP518207,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN] Box of 10 by Mylan,pressors
41023446,OMOP2221408,Dopamine 5 MG/ML Injectable Solution Box of 5,pressors
36879550,OMOP994389,Dobutamine 28 MG/ML,pressors
41017367,OMOP2215329,Lidocaine / Norepinephrine / Vasopressin (USP) Metered Dose Inhaler,pressors
40729350,OMOP4727671,Dobutamine 1 MG/ML Injection Box of 1,pressors
42799707,1292899,dopamine hydrochloride 6.4 MG/ML Injectable Solution,pressors
35158901,OMOP4815889,Dopamine Injectable Solution [Evetant],pressors
43629742,OMOP814794,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino],pressors
41397174,OMOP2595136,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1,pressors
41355556,OMOP2553518,5 ML Dopamine 10 MG/ML Injectable Solution Box of 300,pressors
36784348,OMOP4772632,Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex],pressors
41002853,OMOP2200815,Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 1,pressors
42940584,OMOP4667234,Dobutamine 2 MG/ML / Glucose 50 MG/ML Injectable Solution [DOBUTAMINE HCI PREMIX],pressors
43206060,OMOP494289,Dobutamine Prefilled Syringe [DOBUTAMINE AGUETTANT],pressors
36784352,OMOP4772636,Dobutamine Intravenous Solution,pressors
21088391,OMOP318280,50 ML Dobutamine 5 MG/ML Injection,pressors
37003089,2399914,vasopressin (USP) 0.6 UNT/ML [Vasostrict],pressors
43802796,OMOP671717,Milrinone 1 MG/ML Injectable Solution Box of 5,pressors
43285485,OMOP555228,Milrinone 1 MG/ML Injection [Primacor] Box of 10,pressors
36892183,OMOP1007243,Dobutamine 5.6 MG/ML,pressors
2025270,OMOP4923856,250 ML dopamine 0.8 MG/ML / glucose 50 MG/ML Injectable Solution by Baxter,pressors
40971508,OMOP2169470,Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln],pressors
43639449,OMOP951218,Dopamine 10 MG/ML Injection Box of 5,pressors
40240695,1114874,5 ML dopamine hydrochloride 160 MG/ML Injection,pressors
2062439,OMOP4963691,dopamine Injectable Solution [MYUNGMOON INOPAN],pressors
41298308,OMOP2496270,Lidocaine / Norepinephrine / Vasopressin (USP) Injectable Solution,pressors
36405824,OMOP3097866,Dopamine 160 MG/ML Injectable Solution,pressors
36410446,OMOP3102488,5 ML Dopamine 160 MG/ML Injectable Solution Box of 5 by A A H,pressors
41357009,OMOP2554971,5 ML Dopamine 40 MG/ML Injectable Solution Box of 10 by Fresenius,pressors
43801645,OMOP959032,Dobutamine 5.6 MG/ML Injectable Solution Box of 10,pressors
2062441,OMOP4963693,dobutamine 50 MG/ML Prefilled Syringe,pressors
21112688,OMOP385778,Dobutamine 50 MG/ML Injection Box of 5,pressors
43207807,OMOP513602,5 ML Dopamine 10 MG/ML Prefilled Syringe Box of 50,pressors
44029364,OMOP1023995,Vasopressin (USP) 20 UNT/ML [Pressyn Ar],pressors
35150256,OMOP4807309,150 ML Milrinone 0.15 MG/ML Injectable Solution by Takata,pressors
43855879,OMOP959012,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 5,pressors
35780768,OMOP2782229,5 ML Dopamine 40 MG/ML Injectable Solution by Alliance,pressors
21156746,OMOP308848,5 ML Dopamine 160 MG/ML Injection by A A H,pressors
43593644,OMOP814760,50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 20,pressors
43683797,OMOP814764,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] by Hameln,pressors
44108459,OMOP1103090,Milrinone Injection [Apo-Milrinone],pressors
43164466,OMOP518203,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE AGUETTANT] Box of 10,pressors
41369710,OMOP2567672,10 ML Dopamine 5 MG/ML Injectable Solution Box of 10,pressors
41273275,OMOP2471237,Dopamine 40 MG/ML Injectable Solution Box of 50,pressors
41357408,OMOP2555370,5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 300,pressors
41065085,OMOP2263047,Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 10,pressors
35156164,OMOP4813175,5 ML Dopamine 20 MG/ML Injectable Solution [Kakodin],pressors
42921507,OMOP4648335,5 ML Dopamine 40 MG/ML Injectable Solution [DOPURAMIN],pressors
783672,OMOP4831504,Dobutamine 12.5 MG/ML Injectable Solution [Dobutamine EG] Box of 10,pressors
35144426,OMOP4801521,2.5 ML Dopamine 20 MG/ML Injectable Solution,pressors
1719042,1812188,dobutamine 1 MG/ML Injection,pressors
40874476,OMOP2072438,Milrinone 1.42 MG/ML Injectable Solution [Milrinon Stragen],pressors
44034760,OMOP1029391,Dobutamine 12.5 MG/ML Injection [Dobutamine Sdz],pressors
36410476,OMOP3102518,5 ML Dopamine 160 MG/ML Injectable Solution Box of 10 by AMCo,pressors
40714143,OMOP4743547,50 ML Dopamine 1.2 MG/ML Injectable Solution Box of 1,pressors
41413543,OMOP2611505,1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler,pressors
35141123,OMOP4798252,10 ML Dopamine 20 MG/ML Injectable Solution by Janssen,pressors
43138645,OMOP481291,Dopamine 10 MG/ML [DOPAMINE AGUETTANT],pressors
43171697,OMOP481292,Dopamine 10 MG/ML [DOPAMINE RENAUDIN],pressors
35867376,OMOP5024298,dopamine 10 MG [Asikeding],pressors
41414061,OMOP2612023,100 ML Dopamine 12 MG/ML Injectable Solution Box of 10,pressors
43819776,OMOP959020,Dobutamine 11.2 MG/ML [Dobutamin Carino],pressors
36410536,OMOP3102578,5 ML Dopamine 160 MG/ML Injectable Solution by AMCo,pressors
43734333,OMOP736406,1 ML Milrinone 1 MG/ML Injection [Unacor] by Pharmaselect,pressors
43041058,OMOP4856088,10 ML Milrinone 1 MG/ML Prefilled Syringe Box of 10 by Carinopharm,pressors
35783182,OMOP2784643,20 ML Dobutamine 12.5 MG/ML Injectable Suspension Box of 5 by A A H,pressors
40940517,OMOP2138479,Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 50,pressors
2028398,OMOP4927149,5 ML dobutamine 50 MG/ML Injectable Solution by Huons,pressors
43622829,OMOP671722,Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10,pressors
43160789,OMOP481273,Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE AGUETTANT] Box of 50,pressors
42921509,OMOP4648337,5 ML Dopamine 40 MG/ML Injectable Solution [UDOPA],pressors
44057814,OMOP1052445,Vasopressin (USP) Injectable Solution [Pressyn Ar],pressors
35201749,2103181,vasopressin (USP) Injection,pressors
35782991,OMOP2784452,20 ML Dobutamine 12.5 MG/ML Injectable Suspension Box of 5 by Hameln,pressors
43789976,OMOP785136,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10,pressors
43826187,OMOP785137,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10 by Claris,pressors
43819325,OMOP951231,Dopamine 5 MG/ML Injection Box of 10,pressors
43195142,OMOP494303,Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE PANPHARMA],pressors
21098238,OMOP318281,50 ML Dobutamine 5 MG/ML Injection by Hameln,pressors
41437570,OMOP2635532,250 ML Dopamine 3.2 MG/ML Injectable Solution Box of 12,pressors
43694997,OMOP671732,Milrinone 1 MG/ML Injection [Unacor] Box of 10,pressors
42940594,OMOP4667244,Dobutamine 50 MG/ML Injectable Solution [DOBUTAMINE HCL HUONS],pressors
35152919,OMOP4810057,Dopamine 3 MG/ML,pressors
35606570,1743950,10 ML dopamine hydrochloride 80 MG/ML Injection,pressors
43216973,OMOP494300,Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE AGUETTANT] Box of 10,pressors
43139155,OMOP485893,Milrinone Prefilled Syringe [MILRINONE MEDAC],pressors
43808100,OMOP785166,10 ML Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 10,pressors
40715097,OMOP4741893,10 ML Milrinone 1 MG/ML Injectable Solution [Primacor],pressors
41413741,OMOP2611703,1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 100,pressors
43789975,OMOP785132,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica],pressors
43809593,OMOP814768,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10 by Hameln,pressors
40922170,OMOP2120132,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML [Neo Lidocaton],pressors
35156750,OMOP4813760,Vasopressin (USP) 20 UNT,pressors
43185909,OMOP513603,5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE AGUETTANT],pressors
43682241,OMOP783209,10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 2,pressors
35158311,OMOP4815309,Dopamine 20 MG/ML Injectable Solution [Critpan],pressors
42966539,OMOP4692998,Dopamine 80 MG/ML Injectable Solution,pressors
35867371,OMOP5024293,dopamine 20 MG Injectable Solution,pressors
21146780,OMOP308849,5 ML Dopamine 160 MG/ML Injection by Martindale,pressors
41397854,OMOP2595816,50 ML Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln],pressors
41096693,OMOP2294655,Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1000,pressors
35149901,OMOP4806955,50 ML Dopamine 3 MG/ML Prefilled Syringe [Inovan],pressors
41396722,OMOP2594684,50 ML Dobutamine 5 MG/ML Injectable Solution Box of 10 by Fresenius,pressors
21176208,OMOP307738,5 ML Dobutamine 50 MG/ML Injection [Posiject] Box of 5 by Boehringer Ingelheim,pressors
2024784,OMOP4923366,500 ML dobutamine 1 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
1337720,3616,dobutamine,pressors
36274695,OMOP3125570,Milrinone Injection [COROTROPE],pressors
35155279,OMOP4812297,5 ML Dopamine 20 MG/ML Injectable Solution [Dominin],pressors
41332314,OMOP2530276,1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 10,pressors
35867381,OMOP5024303,dobutamine 250 MG Injectable Solution [Aowanyuan],pressors
43773634,OMOP814232,50 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius] Box of 10 by Fresenius,pressors
44067799,OMOP1062430,Dobutamine 12.5 MG/ML [Dobutamine Sdz],pressors
44132868,OMOP1127499,0.5 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 10 by Warner-Lambert,pressors
43693863,OMOP959021,Dobutamine 11.2 MG/ML Injectable Solution Box of 2,pressors
36411246,OMOP3103288,50 ML Milrinone 0.4 MG/ML Injectable Solution Box of 1,pressors
41379695,OMOP2577657,20 ML Dobutamine 12.5 MG/ML Injectable Suspension Box of 1,pressors
42966549,OMOP4693007,Dopamine Injectable Solution [UDOPA],pressors
21088035,OMOP311760,10 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1,pressors
41062068,OMOP2260030,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton],pressors
2028384,OMOP4927135,5 ML dopamine 40 MG/ML Injectable Solution by Daewoo,pressors
42966531,OMOP4692990,Dopamine 40 MG/ML Injectable Solution [TROPIN],pressors
43264446,OMOP563714,10 ML Milrinone 1 MG/ML Injection [Primacor],pressors
36885798,OMOP992855,Milrinone 1 MG/ML Injectable Solution,pressors
35788843,OMOP2790304,250 ML Dopamine 3.2 MG/ML Injectable Solution by Abbott,pressors
41390814,OMOP2588776,50 ML Dopamine 5 MG/ML Injectable Solution,pressors
35142805,OMOP4799913,200 ML Dopamine 1 MG/ML Injectable Solution by Pfizer,pressors
44089451,OMOP1084082,Dopamine 40 MG/ML Injection [Intropin] by Bristol Myers Squibb,pressors
42940601,OMOP4667251,Dobutamine Injectable Solution [DOBURAN],pressors
41369297,OMOP2567259,10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay],pressors
36408955,OMOP3100997,Milrinone 0.4 MG/ML Injectable Solution Box of 1,pressors
43196879,OMOP513587,5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 20,pressors
35774820,OMOP2776281,Milrinone Injectable Solution [Primacor],pressors
43610681,OMOP797739,20 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] by Stragen,pressors
43790523,OMOP797744,20 ML Milrinone 1 MG/ML Injection [Unacor] Box of 10,pressors
42483347,OMOP419719,Dobutamine 5 MG/ML Injection,pressors
42940591,OMOP4667241,Dobutamine 50 MG/ML Injectable Solution [DOBURAN],pressors
36888783,OMOP991102,Dobutamine 11.2 MG/ML Injectable Solution,pressors
43844212,OMOP783693,10 ML Dobutamine 28 MG/ML Injectable Solution,pressors
41304336,OMOP2502298,Dopamine 5 MG/ML Injectable Solution Box of 20,pressors
44037743,OMOP1032374,Dobutamine 12.5 MG/ML Injection [Dobutamine Sdz] by Sandoz,pressors
43604945,OMOP671714,Milrinone 1 MG/ML [Milrinon Carino],pressors
41328986,OMOP2526948,1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin],pressors
41382245,OMOP2580207,20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1,pressors
41303265,OMOP2501227,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 1000,pressors
42481305,OMOP417477,Milrinone 1 MG/ML Prefilled Syringe,pressors
43711753,OMOP959034,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius],pressors
21042606,OMOP361503,Milrinone 1 MG/ML [Primacor],pressors
43712831,OMOP671715,Milrinone 1 MG/ML [Corotrop],pressors
21120974,OMOP361511,Milrinone 0.6 MG/ML Injection Box of 1,pressors
42482197,OMOP419728,Dopamine 3.2 MG/ML Prefilled Syringe,pressors
43747670,OMOP959002,Dobutamine 14 MG/ML Injection Box of 50,pressors
2028372,OMOP4927124,5 ML dopamine 80 MG/ML Prefilled Syringe,pressors
19076660,309987,250 ML dobutamine 4 MG/ML Injection,pressors
35865882,OMOP5022743,milrinone 1 MG/ML Injectable Solution [Lunanlikang],pressors
21058655,OMOP313683,20 ML Dobutamine 12.5 MG/ML Injection by A A H,pressors
35142325,OMOP4799440,2.5 ML Dopamine 20 MG/ML Injectable Solution by Janssen,pressors
41353952,OMOP2551914,5 ML Dopamine 10 MG/ML Injectable Solution Box of 1,pressors
40747707,OMOP4709597,Dopamine 0.6 MG/ML Injectable Solution Box of 19,pressors
21164529,OMOP269858,Dopamine 40 MG/ML Injection Box of 50,pressors
42940599,OMOP4667249,Dobutamine 50 MG/ML [DOBUTAMINE HCL HUONS],pressors
43701831,OMOP814228,50 ML Dopamine 10 MG/ML Injection Box of 10,pressors
41314920,OMOP2512882,Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1,pressors
42799678,1292766,dopamine hydrochloride 12 MG/ML,pressors
43855415,OMOP951211,Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 2,pressors
43604942,OMOP671704,Milrinone Injectable Solution [Milrinon Carino],pressors
35155479,OMOP4812494,5 ML Dopamine 20 MG/ML Injectable Solution [Inovan],pressors
41186711,OMOP2384673,Milrinone 1.42 MG/ML Injectable Solution [Milrinon Hikma] Box of 10,pressors
43737657,OMOP814795,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] by Carinopharm,pressors
43592191,OMOP785158,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma],pressors
40712102,OMOP4745036,100 ML Dobutamine 1 MG/ML Injectable Solution Box of 1,pressors
21048645,OMOP308841,5 ML Dopamine 40 MG/ML Injection Box of 10 by Martindale,pressors
40715093,OMOP4741897,10 ML Milrinone 1 MG/ML Injectable Solution by Wockhardt,pressors
42918967,OMOP4645844,200 ML Dopamine 2 MG/ML / Glucose 50 MG/ML Injectable Solution [DOPAMIX CJ],pressors
2028371,OMOP4927123,5 ML dopamine 160 MG/ML Prefilled Syringe by Dongkook,pressors
21097769,OMOP310238,10 ML Milrinone 1 MG/ML Prefilled Syringe [Primacor] by Sanofi,pressors
41380931,OMOP2578893,20 ML Dobutamine 14 MG/ML Injectable Solution Box of 250,pressors
35141530,OMOP4798655,200 ML Dopamine 1 MG/ML Injectable Solution [Catabon],pressors
21087818,OMOP307733,5 ML Dobutamine 50 MG/ML Injection,pressors
2062444,OMOP4963696,dobutamine 50 MG/ML [DOBUMINE],pressors
41086264,OMOP2284226,Dobutamine 12.5 MG/ML Injectable Suspension,pressors
35156308,OMOP4813319,200 ML Dobutamine 1 MG/ML Injectable Solution [Dobutrex],pressors
35136154,OMOP4793337,Dopamine Injectable Solution [Catabon],pressors
41078271,OMOP2276233,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML [Neo Lidocaton],pressors
42966522,OMOP4692981,Dopamine / Glucose Injectable Solution,pressors
36779628,OMOP4767938,20 ML Dobutamine 12.5 MG/ML Intravenous Solution Box of 10,pressors
44094638,OMOP1089269,Dopamine / Glucose Injection,pressors
21087868,OMOP308839,5 ML Dopamine 40 MG/ML Injection Box of 10 by AMCo,pressors
2028376,OMOP4927127,5 ML dopamine 80 MG/ML Injectable Solution [DOPASIN],pressors
43784878,OMOP671703,Milrinone Injectable Solution [Milrinon Rotexmedica],pressors
42799706,1292898,dopamine hydrochloride 6.4 MG/ML,pressors
35144814,OMOP4801906,Dopamine 3 MG/ML Injectable Solution [Kakodin],pressors
43791416,OMOP814777,50 ML Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] by Fresenius,pressors
40956650,OMOP2154612,Lidocaine / Norepinephrine / Vasopressin (USP) Metered Dose Inhaler [Neo Lidocaton],pressors
41082183,OMOP2280145,Dobutamine Injectable Solution [Dobutamin Hameln],pressors
35831111,OMOP5037205,dobutamine 3 MG/ML Injectable Solution [Dobutrex],pressors
35780767,OMOP2782228,5 ML Dopamine 40 MG/ML Injectable Solution Box of 10 by AMCo,pressors
